,0,1
143,564,"anted: a lightweight, fast, simple note taking web app that stores to the cloud and is on iphone. Note: omnifocus does not qualify AT ALL."
144,564,handle That is exactly as it should be.
145,564,hatever. It'll be like paypal. We'll just hire lots of laywers.
146,564,"hat ever happened to smelling salts anyway? Oh. ""Ammonia gas is toxic in large concentrations for prolonged periods, and can be fatal..."""
147,564,ENIUS money making idea: An alarm clock that involves smelling salts.
148,564,"lright you guys, I let you have your fun. But it's November--it's time to put the sun away now."
149,564,"handle I don't get the hate people have for Nickelback. Sure, they're poppy and derivative--but since when does that inspire such rage?"
150,564,"handle Critical mass represents almost, but not quite everything that I hate about San Francisco."
151,564,"handle I get that all the time. I block the misguided souls so they no longer appear in my timeline. (Their updates, not their souls.)"
152,3039,@handle Not a cool joke! I got pretty pissed for a split second! :)
153,3039,WOW! This morning has been a roller coaster! But I'm in such a great mood :D
154,3039,Feeling good. Just helped a little boy catch his runaway dog. :)
155,3039,The satisfaction you feel after writing a press release is like no other :)
156,3039,@handle What a great movie!!! Badder Santa too! Billy Bob Thorton is just too good! :D
157,3039,Hey @handle!! I'm sending @handle your way tomorrow! I know how much she'll benefit from all your expertise :D Have a great event!!
158,3039,Nice!!! :D RT @handle: @handle Coolest paper towels ever? ;-) #Cowboys http://twitpic.com/q5yz0
159,3039,Way to make me feel like crap about it!! :( #WiiFit http://pk.gd/JZ8
160,3039,I love when people show that they're not afraid of my dog. He's small with a really big bark and some people run for their lives. Just chi
161,3039,":D! @handle RT @handle: @handle wow, uli is the luckiest man on earth. :)"
162,3039,"@handle You know, punching bags do punch back :) Hope your day gets better."
163,3039,@handle Some things just aren't meant to mix... and other are :D Like football and sex :D
164,3039,@handle It's got everything you need: football and sex :D
165,3039,"@handle Thanks! :D If you need an extra body at your practices, let me know :) Just throwing it out there ;)"
166,3039,"@handle Hahaha! Thanks! Def look into it. It's tough, not your typical girlie league."
167,3039,"@handle Couldn't make it, but I tried out last year and want to try out again. :)"
168,3039,@handle Not at all :) I'm all for it!
169,3039,@handle That's interesting! It's all about relevance.
170,3039,@handle That would not be fun at all! Do you not like it?
171,3039,@handle Hell yea! I'm all pumped up now and want to go play!
172,3039,"@handle ""What"" what?"
173,3039,@handle Ohhhh. How'd it go? What did you discuss?
174,3039,A quick convo about the Lingerie Football League and I want to go hit a tackling dummy! Grrrrr!
175,3039,@handle Dude! You have to be wearing three shirts with all three collars popped! @handle @handle
176,3039,@handle Cool! Looking forward to meeting you in person! :D #SoFlaBlogUp
177,3039,RT @handle does anyone have a good pic from last night's @handle I can use 4 my column? full cred given (no pay)
178,3039,Looking forward to @handle's SoFla BlogUp Saturday! Who else is going?
179,3039,@handle Don't hate! @handle #Escorts #TweetYourPleasure
180,3039,@handle Aww :D She's sweet. Love how you guys are stepping it up and getting out there! Great job :D
181,3039,"@handle We could totally start up the first Twitter Escort business! ""Tweet Your Pleasure"" :D"
182,3039,"@handle How fun!!! If you happen to host another, I'll be there! :D"
183,3039,@handle @handle How was the Meet Market last night?
184,3039,@handle He seems kind of cool 2 me... :P The scruffy look is a good 1 4 him. I just really hope it doesnt get out of hand @handle
185,3039,@handle I'm glad you didn't try to find out for yourself :)
186,3039,"@handle Which lyric? My fave of his is ""I'm not a businessman. I'm a business, man."" :D"
187,3039,Someone just told me it's Wednesday. I almost slapped them! Don't mess w/ my days of the week! My dad and bro come in tomorrow!
188,3039,@handle What's up new friend!!
189,3039,@handle Hey! Is the Viking on Twitter? :)
190,9661,Ford vehicles called 'world-class' http://bit.ly/4ywe1g
191,9661,Ford vehicles called 'world-class' http://bit.ly/4ywe1g
192,9661,Ford Picks Chinaâ€™s Geely for Detailed Talks on Volvo http://bit.ly/2xiOwm
193,9661,Ford moves up in Consumer Reports reliability rankings http://bit.ly/2slZVf
194,9661,2010 Ford Taurus and Taurus SHO for SEMA - Auto Shows http://short.to/ve59
195,9661,Consumer Reports Gives Nod to Ford Reliability http://bit.ly/F0oqc
196,9661,Connect with us and be part of the Ford Story http://bit.ly/QJWLY
197,9661,Ford to unveil custom Mustangs at SEMA http://bit.ly/lHl1P
198,9661,â€œDrive Oneâ€� Shifts Gears to Add Customer Reactions http://bit.ly/2NFQvG
199,9661,What's the Diff? Ford F-150 SVT Raptor vs. Dodge Ram Power Wagon http://short.to/veqt
200,9661,A V6 Engine Like no Other http://bit.ly/QJWLY
201,9661,RT @handle We are working 4 Ford dealers on the West Coast 2 let public know about the Mustang GT customized by West Coast Customs.
202,9661,"RT @handle Did u know:texting on a cell phone while driving increases risk of accident 23 times?Leave sooner,text later, live longer!"
203,9661,"Due to increasing job duties, I can't tweet 6-7 times a day like before. I will, however, be able to tweet AT LEAST ONCE a day, if not mor"
204,9661,Ford Hauls Home a Host of Awards From Texas http://bit.ly/2F7vYt
205,9661,Sorry for the absence; I had to move my office and things have been crazy around here... but I'm back now and will try to catch up...
206,9661,@handle Awesome!!
207,9661,@handle Too funny.
208,9661,@handle Watching what? LOL
209,9661,@handle You are welcome!
210,9661,"Frozen, baked, rattled, stoned â€“ Ford Taurus endures extreme torture http://bit.ly/seEU2"
211,9661,"Alan Mulally to tout SYNC, new surprises in keynote at 2010 International CES http://bit.ly/2Ji3g5"
212,9661,The curious case of the quietest debuting diesel engine http://bit.ly/R9VFi
213,9661,New Taurus balances the 'bling' to project just the right image http://bit.ly/1a1q6Y
214,9661,FORD SERVICE DELIVERY NETWORK LEVERAGES THE 'CLOUD' TO PUSH REAL-TIME INFO TO SYNC USERS http://short.to/sais
215,9661,Survey says: Texting while driving 'very dangerous' http://bit.ly/3tr9Ce
216,9661,"2011 Super Duty: significantly improved torque, horsepower, class-leading fuel economy, towing & payload capability http://short.to/sain"
217,9661,"We have some great ""Save The Ta-Tas"" merchandise for sale, like a t-shirt that says, ""Cancer Can Take The Ta-Ta, But It Can't Take The Sex"
218,9661,We are still raising breast cancer awareness at the Rockdale County fair! Will be there thru the 4th; hope to see you there!
219,9661,@handle thanks for the RT!
220,9661,@handle LOL
221,9661,RT @handle~ @handle You'll love this - Deal or No Deal models showing off the 2010 Milan hybrid: http://bit.ly/WCmkW
222,9661,I haven't had time to twitter since I've been busy at the fair. We are selling $2 raffle tickets for a pedal car & have ta-tas merchandise
223,9661,Come see us at the Rockdale County Fair! We are promoting breast cancer awareness & have free stuff for you!
224,9661,@handle @handle Thanks for the mention!
225,9661,GET COUPONS FOR SERVICE! http://bit.ly/oMvn/Page/ServiceCouponsPage&fmccmp=fcom-maintain
226,1017,Robert Pattinson's Sexy Photo Shoot for Vanity Fair http://bit.ly/1i5mkk
227,1017,E News has confirmed that Mel Gibson and his GF Oksana welcomed a baby girl on Friday. Her name is Lucia.
228,1017,Shaken Seacrest Talks Stalker http://bit.ly/3IQnWf
229,1017,Check out Heidi Klum's Star-Studded Halloween Party http://bit.ly/USxni
230,1017,Click to see Angelina Jolie as a 16 yr old swimsuit model: http://bit.ly/3XNpMm
231,1017,"""Twilight"" Returning to Theaters the Night BEFORE ""New Moon"" http://bit.ly/2liH1a"
232,1017,Chelsea Handler's Big Playboy Reveal http://bit.ly/3Mbgb0
233,1017,Is Kim K Ready to be a Bride? http://bit.ly/MYvxy
234,1017,Taylor Swift to host SNL on Nov 7th. We hope there's a Kanye spoof!
235,1017,Leona Lewis Attacked at a Book Signing http://bit.ly/2SI3pD via @handle
236,1017,"Taylor Swift, Michael Jackson, Eminem Lead 2009 AMA Nominees"
237,1017,Heidi & Seal finally announced that their daughter Lou Sulola Samuel was born Friday night.
238,1017,"Kourtney Kardashian Expecting a Baby Boy. She tells E! exclusively â€œA boy is definitely needed in this family!"""
239,1017,Heidi Klum has filed papers to take on hubby Seal's last name. Do you like the sound of Heidi Samuel?
240,1017,Are you obsessed with Robert Pattinson? http://bit.ly/ZH155
241,1017,"Seth Rogen Goes ""Green"" http://bit.ly/3WZmKb"
242,1017,"E! News Now (@handle) is now on Facebook, please become a fan here: http://tinyurl.com/enewsnowfb #enewsnow #fb"
243,1017,RT @handle Jon Gosselin Nixed from Kate Plus 8 Equation http://bit.ly/3nxICZ
244,1017,Happy Follow Friday! Please follow @handle @handle @handle @handle @handle #followfriday #ff
245,1017,Jon Gosselin Gets His Yoga On http://bit.ly/nPNu9
246,1017,Reality show about the Jackson Family to premiere Dec 13 - will u watch?
247,1017,Is Oprah signing off in 2011? http://bit.ly/3Pl8BZ
248,1017,Taylor Lautner Shirtless - Again http://bit.ly/3iBaOE
249,1017,FIRST LOOK: Melrose Place promos with Heather Locklear http://bit.ly/CHYtr
250,1017,The Tonight Show offers Apology to Levi Johnston http://bit.ly/356vYh
251,1017,Khloe and Lamar Dish on Their Future http://bit.ly/3NgeXh
252,1017,Mariah Unveils Beach Bod on Video Shoot http://bit.ly/1Pv5OA
253,1017,Josh Duhamel's Alleged Mistress Speaks Out http://bit.ly/bx6yt
254,1017,Kim K Gets a Black Eye at Charity Boxing Event http://bit.ly/3cyWxC
255,1017,Robert Pattinson & Kristen Stewart's Steamy New Photo Spread http://bit.ly/Ug3cU
256,1017,Steve Martin and Alec Baldwin to Co-Host the Oscars. WIll u watch? http://bit.ly/2jbpSy
257,1017,Sandra Bullock in Custody Battle http://bit.ly/2ykjKT
258,1017,Ryan Seacrest's Alleged Stalker Pleads Not Guilty http://bit.ly/1iSKiT
259,1017,WATCH: Mariah Carey's Near Fall on The Jay Leno Show http://bit.ly/30aGrM
260,1017,Joanna & Derek are Heating Up DWTS http://bit.ly/1okOvA
261,1017,"FIRST LOOK: ""Keeping Up with the Kardashians: The Wedding"" http://bit.ly/N7mCw"
262,1017,Kristen Stewart DOESN'T want to be Angelina Jolie http://bit.ly/3j5nSh
263,1017,"Don't Call Demi Moore a Cougar (she prefers ""puma"") http://bit.ly/Vky09"
264,1017,Is Steven Tyler Quitting Aerosmith? http://bit.ly/4pVPjd
265,1017,FASHION FACEOFF: Katie & Suri Wear Matching Outfits http://bit.ly/4mAR8k
266,1017,Susan Boyle to Perform on DWTS http://bit.ly/414LR3
267,1017,Kristen Stewart Reveals Her Nickname for Robert Pattinson http://bit.ly/1GpOVl
268,1017,"E! News Now (@handle) is now on Facebook, please become a fan here: http://tinyurl.com/enewsnowfb"
269,1017,"RT @handle Hollywood stud Gerard Butler tells us he's not dating Jennifer Aniston. Hmm, do you believe him? http://tinyurl.com/yahbcsh #fb"
270,1017,It's official @handle and Lamar Odom are married! #fb
271,1017,It's official @handle and Lamar Odom are married!
272,1017,Sarah Michelle Gellar Gives Birth to Baby Girl http://bit.ly/koH1c
273,1017,Jaclyn Smith's rep tells E! that rumors of a suicide attempt are ABSOLUTELY NOT TRUE
274,1017,RT: @handle: Ok dolls...the rumors are true :) http://tinyurl.com/l8s6o8
275,1017,A-Rod and Kate's Playdate http://bit.ly/HAL7F
276,1017,Ashley Tisdale Goes Back to Blonde http://bit.ly/yevjw
277,1017,What did Kate Gosselin think of Kathy Griffin's Spoof? http://bit.ly/14sBk8
278,1017,Halle Berry Doesn't Have a Bun in the Oven http://bit.ly/UtBhq
279,1017,"Avril Lavigne Announces She's Splitting From Hubby - ""Deryck and I are separating and moving forward on a positive note"""
280,1017,Buh-bye Blonde! Kellie Pickler's a Redhead http://bit.ly/1d7xho
281,1017,Here's a Behind-the-Scenes look at Chelsea Handler's Playboy Spread: http://bit.ly/3PhTVK
282,1017,Carrie Prejean Threatens to Walk Off Live Interview http://bit.ly/41mt1F
283,1017,Mike Tyson Arrested! http://bit.ly/3xqU3
284,1017,Taylor Swift Cleans Up at the CMAs http://bit.ly/27P7Hb
285,1017,Jon Gosselin Makes Fun of Himself in New Video http://bit.ly/3OZGgD
286,1017,Will you be watching the CMAs tonight? We'll have a full wrap-up in the AM
287,1017,Steven Tyler says he's sticking with Aerosmith http://bit.ly/ifDn
288,1017,Rob & Kristen's Paris PDA http://bit.ly/vnirO
289,1017,Celine Dion Is Not Pregnant http://bit.ly/3oZqO6
290,1017,DWTS down to only 4 couples! Did your faves make the semifinals? http://bit.ly/hvoZj
291,1017,Carrie Underwood Keeps it Real http://bit.ly/1P39Q0
292,1017,Julianne Hough is Single Again http://bit.ly/1XNhVn
293,1017,Taylor Lautner Flexes His Muscles for Men's Health http://bit.ly/1BdHAg
294,1017,Glamour Honors Rihanna http://bit.ly/3fx0m4
295,1017,Mya Gets Perfect Score on DWTS http://bit.ly/4omztI
296,1017,Taylor Lautner Discusses His Leading Ladies http://bit.ly/eEEtg
297,1017,Carrie Prejean Admits to Naughty Video http://bit.ly/f36fP
298,1017,"""Gossip Girl"" Gets Racy http://bit.ly/3aHP9V Whatcha think of the threesome scene?"
299,1017,RT @handle Live Right Now! The Twilight Saga: New Moon Premiere http://bit.ly/1Ahzdl
300,1017,Fergie & Josh Duhamel Step Out Together Amidst Cheating Rumors http://www.eonline.com/videos/v47219_josh-and-fergie-reunite-in-nyc.html
301,1017,Janet Jackson Blames Dr. Murray for MJ's Death in New Intw http://www.eonline.com/videos/v47218_janet-jackson-points-the-blame.html
302,1017,Brangelina are now designing jewelry - click for deets: http://bit.ly/2li3F0
303,1017,Britney & Her Boys Take Sydney By Storm http://bit.ly/1t9LDT
304,1017,Jennifer Aniston Shows Off Her Bikini Bod http://bit.ly/3xL4dN
305,1017,Sarah Palin Speaks Out http://bit.ly/3okTSC
306,1017,Happy Follow Friday! Please follow @handle @handle @handle @handle @handle @handle #followfriday #ff
307,1017,"Julianne Hough says her split from Chuck Wicks is ""a good thing"" http://bit.ly/3HDXrZ"
308,1017,Actress Hayden Panettiere to executive produce a new CW medical drama
309,1017,"Ryan Seacrest & Ellen DeGeneres Chat About ""Idol"" http://bit.ly/4klolH"
310,1017,Wynonna Judd Apologizes to Taylor Swift http://bit.ly/3Ffm46
311,1017,Happy Follow Friday! @handle @handle @handle @handle @handle @handle #followfriday #ff
312,1017,Balloon Boy Parents Expected to Plead Guilty http://bit.ly/1zWQ4h
313,1017,Candy & Tori Spelling Reconcile http://www.eonline.com/videos/v47671_exclusive-candy-and-tori-reconcile.html
314,1017,SJP Regrets Her Crazy SATC 2 Schedule http://www.eonline.com/videos/v47669_sjp-spills-her-satc-regrets.html
315,1017,"RT @handle FL authories say Tiger is at fault in his single vehicle car crash, they'll issue him a citation and be done with it"
316,1017,White House Party Crashers Break Their SIlence http://www.eonline.com/videos/v47508_white-house-party-crashers-speak-out.html
317,1017,Nicole Richie's New TV Gig http://www.eonline.com/videos/v47509_nicole-richie-returning-to-tv.html
318,1017,Emma Watson Shows Off Her Bikini Bod http://www.eonline.com/videos/v47502_emma-watsons-hot-bikini-bod.html
319,1017,WATCH: Lady Gaga Take a Tumble on Stage in Montreal http://www.eonline.com/videos/v47503_lady-gaga-takes-a-tumble.html
320,1017,New Moon Cast Covers Entertainment Weekly http://www.eonline.com/videos/v47491_new-moon-casts-cover-threesome.html
321,1017,"Preview of tonight's ""Girls Next Door"" http://www.eonline.com/videos/v47483_girls-next-door-bring-the-rock.html"
322,1017,"Attention Twi- fans! ""Eclipse"" has a release date - June 30, 2010"
323,1017,Taylor Lautner Says He Was Bullied in High School http://www.eonline.com/videos/v47476_lautner-talks-high-school.html
324,1017,GMA Cancels Adam Lambert's Performance http://www.eonline.com/videos/v47480_gma-cancels-lambert-performance.html
325,1017,Who deserves to win DWTS? Mya? Donny? or Kelly?
326,1017,WATCH: Flying Ham Hits Paula Dean http://www.eonline.com/videos/v47473_flying-ham-pounds-paula-deen.html
327,1017,J. Lo Laughs Off AMA Fall http://www.eonline.com/videos/v47470_jennifer-lopez-laughs-off-fall.html
